analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,parameter_name,pvalue
24m5rwnbp11yj8a,MGI:106637,Slc30a2,C57BL,E9.5,IMPC_ABR_008_001,18kHz-evoked ABR Threshold,0.8798529
24r71s7pvkuhpga,MGI:106925,Cldn11,C57BL,Early adult,IMPC_CSD_061_001,Skin color - tail,0.5205393
24s02g0dzw0e0ja,MGI:2444274,Cfap65,C57BL,Early adult,IMPC_CBC_017_001,Triglycerides,0.4334
24t8lml7n10hb0a,MGI:1927753,Inpp5e,C57BL,E12.5,IMPC_XRY_016_001,Number of pelvic vertebrae,0.9270647
24tx7e0wnd3dpga,MGI:2679420,Pak6,C57BL,Early adult,ESLIM_005_001_005,Bone Mineral Content,0.8669409
24w64sy255g8q5a,MGI:107363,Stxbp1,C57BL,Early adult,IMPC_HEM_038_001,Basophil differential count,0.9469864
2540za5k1s5alha,MGI:2442177,Pced1a,C57BL,Early adult,M-G-P_016_001_006,Mean-corpuscular-haemoglobin,0.6676386
254vebf8pc5295a,MGI:1921735,Lrrc71,C57BL,Early adult,MGP_CSD_008_001,Startle response,0.9496556
25d9anb43y719ba,MGI:3045320,Mgat4f,C57BL,Early adult,IMPC_EYE_027_001,Persistence of hyaloid vascular system,0.7036208
25gz77yiz2qr39a,MGI:104559,Rcn1,C57BL,Early adult,IMPC_FEA_105_001,Difference in Context and Conditioning Baseline % Freezing,0.9581723
25mrj448a78r58a,MGI:2151053,Serpinb7,C57BL,Early adult,MGP_IMM_052_001,Plasma cells - % of B2 cells,0.4383867
2625wv02e655o1a,MGI:2135283,Igsf9,C57BL,Early adult,CCP_XRY_002_001,Zygomatic bone,0.9657186
265b6vddv0wt88a,MGI:1920199,Ccnt2,C57BL,E12.5,UCDLA_CSD_012_001,Coat - hair distribution - head,0.2977911
2687z046q29547a,MGI:106925,Cldn11,C57BL,Middle aged adult,ESLIM_005_001_701,BMC/Body weight,0.65409
268jad1s079tg2a,MGI:1931071,Sec61a2,C57BL,Early adult,IMPC_ECG_003_001,CV,0.08551174
26a7sm31m2g1xla,MGI:2442704,Frrs1l,C57BL,Early adult,IMPC_ACS_006_001,Response amplitude - S,0.857348
26dh86y1raz6cja,MGI:2441837,Adgrb3,C57BL,Early adult,IMPC_GEP_030_002,Edema,0.757818
26m114r3qu1uuja,MGI:2443564,Ambra1,C57BL,E18.5,JAX_OFD_007_001,Whole arena resting time,0.9008626
26x1519p50bw36a,MGI:1914199,Trim59,C57BL,Early adult,IMPC_ABR_004_001,6kHz-evoked ABR Threshold,0.9490241
271f665ig9n9c4a,MGI:1921263,Rftn2,C57BL,Early adult,IMPC_HEM_030_001,Neutrophil cell count,0.3340367
271move3h15v18a,MGI:1913746,Ppdpf,C57BL,Early adult,JAX_PLC_001_001,Total cholesterol,0.9573307
272dr954tzggwaa,MGI:109424,Abca4,C57BL,Early adult,IMPC_HWT_002_001,Tibia length,0.4267377
27351z5x80q890a,MGI:2676312,Abca12,C57BL,Early adult,IMPC_CBC_023_001,Alpha-amylase,0.2790185
273meqlm4x95d7a,MGI:1913692,Spc25,C57BL,Early adult,MGP_MLN_014_001,Resting CD8+ T cells - % of CD8+,0.2503542
274k297x48hbgna,MGI:1914454,Eif2s2,C57BL,E12.5,IMPC_OFD_014_001,Center distance travelled,0.7761859
279o5956k04b8ia,MGI:1915599,Ndufs3,129SV,Early adult,IMPC_XRY_060_001,Transitional vertebrae,0.3899334
27a272r6wuva9na,MGI:99218,Cdh4,C57BL,Early adult,IMPC_CBC_016_001,HDL-cholesterol,0.9703771
27h263b7fe20bsa,MGI:1918066,Rpusd2,C57BL,Early adult,MGP_MLN_115_001,Plasmacytoid DC - % of CD45+,0.8228181
27iz7tj096nl0ya,MGI:1919471,Cimip1,C57BL,Early adult,MGP_IMM_127_001,Plasmacytoid DC - % of CD45+,0.3441224
28016fyufi338pa,MGI:1916428,Snx5,C57BL,Early adult,IMPC_OFD_012_001,Periphery permanence time,0.5002146
2816lgvj062a55a,MGI:1913761,Chtop,C57BL,Early adult,MGP_IMM_093_001,Resting CD4- NKT cells - % of CD45+,0.4812267
281excp37704zla,MGI:1915247,Ddx59,C57BL,Early adult,JAX_OFD_012_001,Periphery permanence time,0.3358837
284svs51a4lql2a,MGI:1924933,Ehmt1,C57BL,Early adult,MGP_IMM_130_001,CD11b-low cDC - % of CD45+,0.2956213
284tov28geqv8ua,MGI:2654325,Gba2,C57BL,Early adult,M-G-P_005_001_003,Lean Mass,0.5009744
28j29989036a92a,MGI:98386,Sptan1,C57BL,Early adult,IMPC_GEP_026_001,Outer ear morpholgy,0.1279118
28qs8jzf43i8f1a,MGI:1915247,Ddx59,C57BL,E9.5,IMPC_EYE_069_001,Left inner nuclear layer,0.3940607
28x97bm4y83rf7a,MGI:2384297,Map7d1,C57BL,E12.5,IMPC_ACS_036_001,% Pre-pulse inhibition - PPI4,0.4264327
2910y22w6i8208a,MGI:1913692,Spc25,C57BL,E9.5,IMPC_CSD_006_001,Coat - color - head,0.5618739
2918g7eue16osua,MGI:1921607,Efhd1,C57BL,Early adult,JAX_LDT_004_001,Dark side time spent,0.07003466
292lz6132k5030a,MGI:1919369,Tpx2,C57BL,Early adult,IMPC_ABR_004_001,6kHz-evoked ABR Threshold,0.9177858
292s46k1v107pua,MGI:104899,Mob4,C57BL,Early adult,ESLIM_011_001_001,BN startle magnitude,0.2271379
2969h9f6715l9ia,MGI:1919880,Hspa12b,C57BL,Early adult,IMPC_GEP_017_001,Facial Morphology,0.2087893
2970e437m2wz9ja,MGI:3041190,Skint7,C57BL,Early adult,CCP_XRY_018_001,Shape of vertebrae,0.5443629
29726wekzn5934a,MGI:108429,Lpar1,C57BL,Early adult,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,0.4050551
29975b953850p0a,MGI:1923073,Fam227b,C57BL,Early adult,IMPC_ECG_006_001,PR,0.7537875
29ha6e1983bl70a,MGI:98397,Src,129SV,Early adult,IMPC_CSD_029_001,Activity (body position),0.6343732
29j8xa51kj3104a,MGI:1913761,Chtop,C57BL,Early adult,IMPC_EYE_026_001,Retinal Blood Vessels Pattern,0.2267601
29n2477pacn0zaa,MGI:106925,Cldn11,C57BL,Middle aged adult,MGP_IMM_076_001,Total Treg cells - % of CD45+,0.4374108
29p182675nf5cka,MGI:3650206,Gm12695,C57BL,Early adult,IMPC_GEO_064_001,Edema,0.9918968
29v55me552lkm1a,MGI:104294,Tyro3,C57BL,Early adult,IMPC_HEM_008_001,Platelet count,0.5235016
29wsn5071eo1k7a,MGI:1095412,Unc5c,C57BL,Late adult,IMPC_GEP_026_001,Outer ear morpholgy,0.4210635
29y8pu87nq9eyea,MGI:1891259,Lrat,C57BL,Early adult,ESLIM_008_001_002,Tremor,0.6846258
2a1n619r133qbta,MGI:2443925,Thsd7b,C57BL,Early adult,IMPC_CSD_032_001,Locomotor activity,0.1205072
2a634x110346swa,MGI:95777,Gnas,129SV,Early adult,IMPC_CSD_026_001,Head morphology,0.8581016
2a92mtq45zr2a8a,MGI:97565,Pgm1,C57BL,Early adult,IMPC_IMM_011_002,CD4+ NKT cells - % of live leukocytes (Panel A),0.7689158
2au62fbr987uhya,MGI:1891259,Lrat,C57BL,Early adult,IMPC_ABR_010_001,24kHz-evoked ABR Threshold,0.1548256
2b02w6671640j5a,MGI:107171,Ppp3r2,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.4767237
2b1w5w8l8s0q1ma,MGI:104516,Slc23a3,C57BL,Early adult,IMPC_OFD_021_001,Number of rears - total,0.6974508
2biny3q22vie3ta,MGI:3649135,Gm7694,C57BL,Early adult,CCP_XRY_018_001,Shape of vertebrae,0.8731221
2d7yi0934fk035a,MGI:3588202,Garin4,C57BL,Early adult,IMPC_ECG_010_001,HRV,0.4777027
2dmbamf8s49x9ja,MGI:1920199,Ccnt2,C57BL,E18.5,IMPC_HEM_019_001,Mean platelet volume,0.619086
2ds7962ilq1s99a,MGI:1860511,Heyl,C57BL,Early adult,IMPC_EYE_012_001,Pupil Shape,0.868106
2dv9j1y4g1pzxfa,MGI:2679420,Pak6,C57BL,Early adult,IMPC_CBC_015_001,Total cholesterol,0.6287721
2dy399c8gndte8a,MGI:2140361,Slc35d1,C57BL,E12.5,IMPC_XRY_063_001,Cervical processes,0.3797483
2e1263l1h86546a,MGI:1919880,Hspa12b,C57BL,Early adult,IMPC_CSD_030_001,Tremor,0.2526414
2e39c2l6r9wgc0a,MGI:105383,Il18r1,C57BL,Early adult,MGP_IMM_007_001,Resting CD4+ T helper cells - % of CD4+ T helper cells,0.34376
2ez42kdl367d92a,MGI:1337072,Ier5,C57BL,Early adult,IMPC_CBC_002_001,Potassium,0.2840938
2f1m91940u5yz8a,MGI:102844,Mybpc3,C57BL,Early adult,JAX_OFD_009_001,Whole arena average speed,0.8240557
2f2952q54pzoeoa,MGI:1916413,Mrpl44,C57BL,Early adult,IMPC_XRY_060_001,Transitional vertebrae,0.07355706
2fas53t0301b18a,MGI:1925835,Jade1,C57BL,Early adult,IMPC_GEL_063_001,Delayed embryonic development,0.438599
2fig3cl3l89ffsa,MGI:1922423,Tex38,C57BL,Early adult,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,0.8908166
2fs674589w6tnva,MGI:1859866,Cdc20,C57BL,E9.5,IMPC_CSD_033_001,Gait,0.5515366
2fwppu558p42h9a,MGI:97565,Pgm1,C57BL,E12.5,KMPCLA_GRS_010_001,Forelimb grip strength normalised against body weight,0.1508687
2g86e8qtw20391a,MGI:107363,Stxbp1,C57BL,E9.5,MGP_IMM_128_001,Conventional DC (cDC) - % of CD45+,0.6742373
2gdoir340v05b4a,MGI:1096385,Bcan,C57BL,Early adult,IMPC_IMM_040_002,Effector CD4+ NKT cells - % of live leukocytes (Panel A),0.9064936
2go5l3dcuez519a,MGI:1918398,Mier1,C57BL,Early adult,JAX_OFD_022_001,Percentage center time,0.06271843
2go87y75k0qp1na,MGI:2684896,Maneal,C57BL,Early adult,ESLIM_011_001_004,PP3 startle magnitude,0.0730294
2h0s8shfwf85t9a,MGI:102519,Cst3,C57BL,Early adult,IMPC_CBC_020_001,Fructosamine,0.2897458
2h1k1amt54p727a,MGI:2443564,Ambra1,C57BL,E12.5,IMPC_XRY_021_001,Humerus,0.4948605
2ha5193z9c1986a,MGI:1859866,Cdc20,C57BL,Early adult,IMPC_GEM_007_001,Pericardium Morphology,0.3741499
2hho56u2a9pnbla,MGI:98386,Sptan1,C57BL,E15.5,IMPC_CSD_025_001,Head size,0.7034609
2hloaoy41s0l48a,MGI:1095412,Unc5c,C57BL,Late adult,IMPC_GEP_011_002,Hemorrhage,0.261661
2i13j3h92f2cd2a,MGI:1351315,Eloa,C57BL,Early adult,ESLIM_008_001_002,Tremor,0.7366091
2i1robetqdp11ha,MGI:107341,Ctss,C57BL,Early adult,IMPC_XRY_021_001,Humerus,0.6603586
2i6grpzh147780a,MGI:2444508,Fitm2,C57BL,E15.5,IMPC_CBC_008_001,Total bilirubin,0.51731
2i9858dv60hreca,MGI:1913790,Fam107b,C57BL,Early adult,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),0.488487
2ial2760ca0za2a,MGI:1920199,Ccnt2,C57BL,Early adult,IMPC_EYE_092_001,Retina (combined),0.6390208
2ic53n283weuv3a,MGI:1922387,Rprd2,C57BL,E12.5,MGP_MLN_080_001,Effector gd cells - % of CD45+,0.2399648
