"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"3q58179f03o9eex","MGI:1353435","Fbxw2","C57BL","Early adult","IMPC_IPG_010_001","0.6278646","Fasted blood glucose concentration"
"3qdsla528g3d7zx","MGI:2676312","Abca12","C57BL","E18.5","IMPC_CSD_079_001","0.06872637","Aggression"
"3qj88iyeee2i7sa","MGI:2654325","Gba2","C57BL","Early adult","CCP_XRY_020_001","0.7564394","Processes on vertebrae"
"3qm4449q8cb6q0a","MGI:1350930","Srp9","C57BL","Early adult","IMPC_EYE_070_001","0.7950967","Left outer nuclear layer"
"3r4i3c84g8884xx","MGI:2384297","Map7d1","C57BL","Early adult","IMPC_XRY_012_001","0.7993453","Pelvis"
"3r4t323gg49rp3x","MGI:107363","Stxbp1","C57BL","E9.5","IMPC_XRY_055_001","0.3104462","Shape of spine"
"3r5nof1674fb48a","MGI:98397","Src","C57BL","Early adult","IMPC_EYE_083_001","0.9612088","Vitreous"
"3rej8w08qpytw8a","MGI:1924817","Tram2","C57BL","Early adult","IMPC_OFD_050_001","0.3297483","Percentage center movement time"
"3rnwl6uhucg14ux","MGI:2140050","Ints3","C57BL","Early adult","IMPC_XRY_027_001","0.988686","Joints"
"3rv069z1086f0nx","MGI:1921520","Usp20","C57BL","Early adult","IMPC_CBC_020_001","0.8849431","Fructosamine"
"3rv5504ydy2xj0x","MGI:2154090","Igsf8","C57BL","Early adult","MGP_IMM_108_001","0.4922108","Marginal zone B cells - % of CD45+"
"3ry62o9002s032a","MGI:104899","Mob4","C57BL","Early adult","IMPC_XRY_021_001","0.6039927","Humerus"
"3s502840g5jl29a","MGI:104899","Mob4","C57BL","E9.5","ESLIM_011_001_003","0.9524303","PP2 startle magnitude"
"3s7rq49941g56ma","MGI:2681832","Cspp1","C57BL","Early adult","JAX_OFD_050_001","0.8275868","Percentage center movement time"
"3s80yo76385uy2a","MGI:106925","Cldn11","C57BL","Early adult","IMPC_GEM_069_001","0.7449129","Hindbrain morphology"
"3s9akwe5l9xqy4x","MGI:99218","Cdh4","C57BL","Early adult","IMPC_DXA_004_001","0.3529366","Bone Mineral Density (excluding skull)"
"3sec76pkl16r77a","MGI:2385213","Pdik1l","C57BL","Early adult","ESLIM_016_001_005","0.5906761","Mean cell volume"
"3smlm1qo039k6sa","MGI:2654325","Gba2","C57BL","Early adult","IMPC_CSD_029_001","0.248807","Activity (body position)"
"3sonu1256839x5x","MGI:2140361","Slc35d1","C57BL","E18.5","IMPC_GPO_002_001","0.8743747","Placenta Morphology"
"3sxdbsv0gl0b3qx","MGI:1922828","Fggy","C57BL","Early adult","UCDLA_HEM_002_001","0.8044487","Red blood cell count"
"3t005f206iun47x","MGI:1350930","Srp9","C57BL","E9.5","IMPC_CSD_014_001","0.8909281","Coat - hair texture / appearance - back"
"3t11m658aoj1kix","MGI:104559","Rcn1","C57BL","Early adult","MGP_IMM_127_001","0.5030887","Plasmacytoid DC - % of CD45+"
"3t3921g76egy1gx","MGI:107171","Ppp3r2","C57BL","Early adult","MGP_IMM_079_001","0.9146818","KLRG1+ Treg cells - % of CD45+"
"3t93p5r624w769x","MGI:107363","Stxbp1","C57BL","Early adult","IMPC_IMM_032_002","0.1912004","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"3to28p1syef683x","MGI:1860511","Heyl","C57BL","Early adult","IMPC_XRY_012_001","0.733757","Pelvis"
"3ts57b9u9ezh4vx","MGI:97565","Pgm1","C57BL","E9.5","M-G-P_016_001_002","0.2188712","Red Blood Cell-count"
"3ttg3n5iimwp17x","MGI:1914454","Eif2s2","C57BL","E12.5","ESLIM_016_001_005","0.8925061","Mean cell volume"
"3u1046068c7xpva","MGI:107363","Stxbp1","C57BL","Early adult","MGP_IMM_116_001","0.6878208","Plasma cells - % of CD45+"
"3u1vrd3jw53w3da","MGI:2154090","Igsf8","C57BL","Early adult","IMPC_ABR_012_001","0.3256586","30kHz-evoked ABR Threshold"
"3u30e70s7c2lj3x","MGI:97898","Ren1","C57BL","Early adult","MGP_MLN_076_001","0.5477267","Naive CD8+ T cells - % of CD45+"
"3u4bnd7854n871a","MGI:3611450","Mettl21c","C57BL","Early adult","IMPC_GRS_010_001","0.6129481","Forelimb grip strength normalised against body weight"
"3u89333mavv9jca","MGI:1925835","Jade1","C57BL","Early adult","CCP_XRY_001_001","0.5102473","Skull shape"
"3un6moli8wgu37x","MGI:1917120","Polr3gl","C57BL","Early adult","CCP_XRY_018_001","0.7723541","Shape of vertebrae"
"3upu517c03vflwx","MGI:98960","Wnt6","C57BL","E12.5","MGP_IMM_077_001","0.9316738","Effector Treg cells - % of CD45+"
"3ur807vd0kl5vnx","MGI:1341898","Nmur1","C57BL","Early adult","IMPC_CBC_012_001","0.823428","Aspartate aminotransferase"
"3v2v7fkb9o4dx1a","MGI:1095412","Unc5c","C57BL","Middle aged adult","IMPC_OFD_019_001","0.1480752","Number of center entries"
"3v50g6d6qcb840x","MGI:108429","Lpar1","C57BL","E18.5","IMPC_XRY_022_001","0.6065359","Radius"
"3v7m93oi5sc209x","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_EYE_082_001","0.9298835","Iris transilumination"
"3volti1v903j11a","MGI:3649135","Gm7694","C57BL","Early adult","IMPC_FEA_015_001","0.3478095","Cue Baseline % Freezing Time"
"3w0220eq1u8ej7a","MGI:104559","Rcn1","C57BL","Early adult","ESLIM_005_001_701","0.9357105","BMC/Body weight"
"3w64x387ju696zx","MGI:1095412","Unc5c","C57BL","Late adult","JAX_OFD_020_001","0.244318","Distance travelled - total"
"3w88842x314b8pa","MGI:98397","Src","129SV","Early adult","MGP_IMM_007_001","0.6423849","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"3w95z9gc02u48ox","MGI:1915599","Ndufs3","C57BL","Early adult","IMPC_DXA_008_001","0.2617284","Lean/Body weight"
"3wadc89w2a0271a","MGI:97803","Ptma","C57BL","E9.5","IMPC_CBC_007_001","0.7883395","Albumin"
"3watc6w980z3p8x","MGI:1924955","Cstdc2","C57BL","Early adult","IMPC_XRY_016_001","0.6066189","Number of pelvic vertebrae"
"3x0p00w8b5w6gxa","MGI:2444631","Bltp1","C57BL","E15.5","IMPC_EYE_070_001","0.9254226","Left outer nuclear layer"
"3x0u4j2vo38n47a","MGI:1918142","Ttll7","C57BL","Early adult","ESLIM_005_001_701","0.4313792","BMC/Body weight"
"3x1pbr59s1j5n3x","MGI:109424","Abca4","C57BL","Early adult","IMPC_HEM_008_001","0.6377283","Platelet count"
"3x1v035x6lm20ua","MGI:1916428","Snx5","C57BL","Early adult","JAX_OFD_020_001","0.1764522","Distance travelled - total"
"3x3h21vy79938ea","MGI:3649135","Gm7694","C57BL","Early adult","MGP_IMM_086_001","0.4363348","CD5+ gd T cells - % of CD45+"
"3x4qnvf31v307va","MGI:2442792","Cdh7","C57BL","Early adult","IMPC_CSD_013_001","0.48264","Coat - hair distribution - abdomen"
"3xqr2087zn0280x","MGI:3617846","Ankrd34a","C57BL","Early adult","IMPC_CBC_024_001","0.704239","UIBC (unsaturated iron binding capacity)"
"3xv4g6055n98ida","MGI:104899","Mob4","C57BL","E9.5","IMPC_GEM_007_001","0.0952493","Pericardium Morphology"
"3xx8gsb04b18i6a","MGI:1923953","Cpb1","C57BL","Early adult","IMPC_EYE_083_001","0.5514918","Vitreous"
"3y09o7hd8172nkx","MGI:2685260","Otol1","C57BL","Early adult","IMPC_CSD_038_001","0.6661453","Trunk curl"
"3y3cbt96c6m3xlx","MGI:97850","Raly","C57BL","Early adult","UCDLA_CSD_011_001","0.1238218","Coat - hair distribution - back"
"3yhb9s83smgh8ya","MGI:1339968","Cth","C57BL","Early adult","IMPC_CSD_006_001","0.2899958","Coat - color - head"
"3yir5otnm244ogx","MGI:1353665","Usp21","C57BL","Early adult","ESLIM_020_001_002","0.7882526","Heart weight"
"3z0l7rt79lb715a","MGI:107341","Ctss","C57BL","Early adult","IMPC_EYE_082_001","0.3336806","Iris transilumination"
"3z0mhe2c3x3ebex","MGI:1920484","Snorc","C57BL","Early adult","IMPC_XRY_019_001","0.8103831","Fusion of vertebrae"
"3z2o23l1m777u9x","MGI:2385213","Pdik1l","C57BL","Early adult","IMPC_DXA_005_001","0.692411","Bone Mineral Content (excluding skull)"
"3z2p6v530ewz97a","MGI:1346086","Aplnr","C57BL","Early adult","IMPC_HEM_037_001","0.2616516","Basophil cell count"
"3z4x4k2g1wq144a","MGI:1347355","Slc7a11","C57BL","Early adult","UCDLA_EYE_083_001","0.07905654","Vitreous"
"3z8ftp24b5645ux","MGI:2685195","Zbtb34","C57BL","E9.5","IMPC_ECG_006_001","0.8537019","PR"
"3z99c6v6qsq8v6x","MGI:1915862","Ube2c","C57BL","Early adult","IMPC_ECG_010_001","0.462928","HRV"
"3z9libuh4j57krx","MGI:1926106","Fam163b","C57BL","Early adult","MGP_IMM_130_001","0.1704958","CD11b-low cDC - % of CD45+"
"3zn0qi1h34kvwna","MGI:2443564","Ambra1","C57BL","Early adult","IMPC_EYE_061_001","1.581351e-05","Right anterior chamber depth"
"3zrp9f7k5igh63x","MGI:2444631","Bltp1","C57BL","E12.5","MGP_CSD_026_001","0.8394977","Ventral coat/hair colour"
"400e2x001l6q8xa","MGI:1923953","Cpb1","C57BL","Early adult","MGP_MLN_012_001","0.7570227","Total CD8+ T cells - % of ab T cells"
"400rbu869y47vqx","MGI:1914542","Pigc","C57BL","Early adult","MGP_MLN_066_001","0.3902106","Effector CD4+ T helper cells - % of CD45+"
"40196rdo57r859x","MGI:1098604","Rragd","C57BL","Early adult","IMPC_IMM_014_002","0.3075746","Treg cells - % of live leukocytes (Panel A)"
"401b9q57979qv5a","MGI:98960","Wnt6","C57BL","E15.5","CCP_LDT_008_001","0.6367304","Percent time in light"
"401vq73yk889nix","MGI:97803","Ptma","C57BL","E9.5","IMPC_CSD_013_001","0.940922","Coat - hair distribution - abdomen"
"402dw4mj10k781x","MGI:106925","Cldn11","C57BL","Late adult","CCP_XRY_031_001","0.8991394","Digit integrity"
"402l9dg1093a2fa","MGI:2384297","Map7d1","C57BL","E9.5","IMPC_HEM_038_001","0.5247791","Basophil differential count"
"402o8vjwrr88ubx","MGI:98960","Wnt6","C57BL","E15.5","IMPC_XRY_055_001","0.131919","Shape of spine"
"402w80uvh4ws55x","MGI:1921722","Stpg3","C57BL","Early adult","IMPC_IPG_011_001","0.1787958","Initial response to glucose challenge"
"40393yfwr1eziqa","MGI:1351315","Eloa","C57BL","Early adult","MGP_MLN_080_001","0.5159521","Effector gd cells - % of CD45+"
"403w8xefcgl64nx","MGI:1915862","Ube2c","C57BL","E18.5","MGP_IMM_040_001","0.2420351","Ly6C+ mature NK cells - % of mature NK cells"
"40467ht866q70ia","MGI:1913761","Chtop","C57BL","Early adult","MGP_MLN_076_001","0.6684777","Naive CD8+ T cells - % of CD45+"
"4049lwkebhthi7x","MGI:1919084","Zbtb43","C57BL","Early adult","IMPC_EYE_092_002","0.518041","Retina (combined)"
"4062x5l018s6dmx","MGI:97803","Ptma","C57BL","Early adult","M-G-P_025_001_002","0.07679724","Urea"
"406o02k3tliir5a","MGI:87879","Aco1","C57BL","Early adult","ESLIM_008_001_022","0.6196804","Vocalisation"
"409ut79uq6kl37a","MGI:1919084","Zbtb43","C57BL","Early adult","IMPC_GEO_063_001","0.8100802","Craniofacial morphology"
"40hy12m81432z9a","MGI:1923381","Depdc1a","C57BL","Early adult","MGP_MLN_066_001","0.3709863","Effector CD4+ T helper cells - % of CD45+"
"40jp233g3cjnhma","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_HEM_008_001","0.4710055","Platelet count"
"40jt3hnf8akf75x","MGI:96429","Ifi204","C57BL","Early adult","MGP_MLN_114_001","0.7045229","Total DC - % of CD45+"
"40piu5j7rvg02ma","MGI:1350930","Srp9","C57BL","Early adult","MGP_MLN_011_001","0.6778097","KLRG1+ Treg cells - % of Treg"
"40qw0b3v90fpb8x","MGI:2685260","Otol1","C57BL","Early adult","IMPC_GEO_065_001","0.08311864","Limb morphology"
"40uylwfa2p5t52a","MGI:2444508","Fitm2","C57BL","E12.5","ESLIM_015_001_004","0.1725428","Sodium"
"40zt5465946888a","MGI:1922387","Rprd2","C57BL","E9.5","IMPC_XRY_057_001","0.6862746","Kyphosis"
"41035phc93ugugx","MGI:2448514","R3hdm1","C57BL","Early adult","IMPC_ECG_028_001","0.437802","QT"
"410d6xxql8040ja","MGI:2140592","Slc44a1","C57BL","Early adult","IMPC_GPO_002_001","0.8642007","Placenta Morphology"
"4114eb618p50q7a","MGI:101813","Coq3","C57BL","Early adult","JAX_LDT_002_001","0.9747346","Light side time spent"
"411m717b96yne6x","MGI:1351315","Eloa","C57BL","Early adult","IMPC_ECH_012_001","0.1485938","LVPWs"
"4123fi79u9yb58a","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_EYE_070_001","0.7226828","Left outer nuclear layer"
"41279ou91v79wja","MGI:2443564","Ambra1","C57BL","E18.5","JAX_LDT_003_001","0.8342431","Time mobile light side"
"414kg8g7336qcea","MGI:2684896","Maneal","C57BL","Early adult","IMPC_OFD_022_001","0.2308815","Percentage center time"
"415216h9u5r4r2x","MGI:2140050","Ints3","C57BL","Early adult","CCP_XRY_002_001","0.1678233","Zygomatic bone"
"4156r71z03o84ca","MGI:2685260","Otol1","C57BL","Early adult","IMPC_EYE_012_001","0.649588","Pupil Shape"
"415n8n5670977ux","MGI:1921520","Usp20","C57BL","Early adult","IMPC_GEP_022_001","0.9704937","Embryo Size"
"41642n1zmqx97ja","MGI:101813","Coq3","C57BL","Early adult","IMPC_ABR_010_001","0.5081271","24kHz-evoked ABR Threshold"
"41649e0h4m0e02a","MGI:2154090","Igsf8","C57BL","Early adult","UCD_OWT_003_001","0.05117134","Spleen weight"
"41869b9w290f77x","MGI:1915862","Ube2c","C57BL","Early adult","M-G-P_005_001_003","0.6023891","Lean Mass"
"4187506suelf97a","MGI:1927241","Wdr12","C57BL","E9.5","IMPC_CBC_001_001","0.588004","Sodium"
"418bh63r037x0ia","MGI:1921735","Lrrc71","C57BL","Early adult","IMPC_EYE_088_001","0.4868952","Left vitreous humour thickness"
"419144u76n652da","MGI:3590554","Firrm","C57BL","Early adult","M-G-P_026_001_010","0.8159581","Mouth morphology"
"41b1w61m60ap98x","MGI:1913423","Ccdc107","C57BL","Early adult","ESLIM_008_001_016","0.3375093","Trunk curl"
"41b6689p0dkm9ja","MGI:1924467","Rspo4","C57BL","Early adult","MGP_MLN_111_001","0.5789398","Granulocytes - % of CD45+"
"41iw0dl8aus11rx","MGI:2442704","Frrs1l","C57BL","Early adult","MGP_IMM_007_001","0.4061003","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"41l9a94ga3q60qx","MGI:97565","Pgm1","C57BL","Early adult","MGP_IMM_127_001","0.1215546","Plasmacytoid DC - % of CD45+"
"41m4e953bnof38x","MGI:97898","Ren1","C57BL","Early adult","MGP_MLN_022_001","0.1531997","Total NKT cells - % of CD45+"
"41o9gzi45vwp85x","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_ACS_033_001","0.3728999","% Pre-pulse inhibition - PPI1"
"41p4nx02m39kq8x","MGI:1915247","Ddx59","C57BL","E9.5","IMPC_GEM_029_001","0.3397802","Tail Morphology"
"41s35f3109av9tx","MGI:88015","Ampd1","C57BL","Early adult","IMPC_CSD_030_001","0.08606083","Tremor"
"41t9g92t2s89jgx","MGI:1927241","Wdr12","C51BL","E12.5","MGP_IMM_040_001","0.8491162","Ly6C+ mature NK cells - % of mature NK cells"
"41tc073269zd74a","MGI:3611450","Mettl21c","C57BL","Early adult","MGP_MLN_012_001","0.1235899","Total CD8+ T cells - % of ab T cells"
"41vrkc65w6hr2ia","MGI:1332243","Ugcg","C57BL","Early adult","IMPC_IPG_011_001","0.4614182","Initial response to glucose challenge"
"41w0t031461376a","MGI:2443100","Bend7","C57BL","Early adult","IMPC_EYE_069_001","0.3877011","Left inner nuclear layer"
"41w798a77jym65a","MGI:3611233","Tox2","C57BL","Early adult","JAX_OFD_014_001","0.5623015","Center distance travelled"
"41yor0wv1m1rkyx","MGI:97803","Ptma","C57BL","Early adult","IMPC_OFD_011_001","0.5386168","Periphery resting time"
"42034o6gp980d1x","MGI:2444631","Bltp1","C57BL","Early adult","IMPC_CSD_026_001","0.7984085","Head morphology"
"421h65njy9932pa","MGI:1095412","Unc5c","C57BL","Middle aged adult","IMPC_FEA_015_001","0.8286089","Cue Baseline % Freezing Time"
"42269g9aofbx83a","MGI:2385213","Pdik1l","C57BL","Middle aged adult","IMPC_CSD_036_001","0.08224581","Startle response"
"4226nrd3azcx7va","MGI:97803","Ptma","C57BL","Early adult","ESLIM_006_001_030","0.4229213","Shape of vertebrae"
"422q5k6no04g66a","MGI:1347355","Slc7a11","C57BL","Early adult","IMPC_EYE_064_001","0.2748156","Right outer nuclear layer"
"423pts8hk43983a","MGI:1919128","Fam83d","C57BL","Early adult","MGP_MLN_111_001","0.3036416","Granulocytes - % of CD45+"
"425r2gh34008ngx","MGI:1341898","Nmur1","C57BL","Early adult","MGP_IMM_093_001","0.6426783","Resting CD4- NKT cells - % of CD45+"
"4265s2d4769k86a","MGI:3611450","Mettl21c","C57BL","Early adult","ESLIM_011_001_001","0.9887377","BN startle magnitude"
"426v9lcfmm25j9x","MGI:1913692","Spc25","C57BL","E9.5","UCDLA_CSD_011_001","0.08636116","Coat - hair distribution - back"
"427811m1qacy19a","MGI:1918398","Mier1","129SV","Early adult","JAX_PLC_001_001","0.1683448","Total cholesterol"
"42b7e298xu3tt5x","MGI:1918398","Mier1","129SV","Early adult","MGP_CSD_026_001","0.4569836","Ventral coat/hair colour"
"42iw451u10kxfnx","MGI:102844","Mybpc3","C57BL","Early adult","CCP_LDT_003_001","0.1397876","Time mobile light side"
"42s4s54ear1214a","MGI:1922946","Prpf6","C57BL","Early adult","JAX_SLW_003_001","0.9498986","Sleep light phase percent"
"42szec231ex28ba","MGI:1913721","Anp32e","C57BL","Early adult","MGP_MLN_078_001","0.4288118","Total gd T cells - % of CD45+"
"42w25lm98s2n8da","MGI:101813","Coq3","C57BL","Early adult","IMPC_CBC_006_001","0.5227679","Total protein"
"42wh619g7l53cza","MGI:1339968","Cth","C57BL","Early adult","ESLIM_005_001_701","0.6454127","BMC/Body weight"
"42wxg56a0u54j2x","MGI:103300","Rbl1","C57BL","Early adult","IMPC_CBC_020_001","0.9353805","Fructosamine"
"42xuftv9ku5m4ax","MGI:1339755","Csf3r","C57BL","Early adult","IMPC_OFD_007_001","0.7647808","Whole arena resting time"
"43018879o4b33kx","MGI:2685260","Otol1","C57BL","Early adult","IMPC_EYE_065_001","0.6362613","Right posterior chamber depth"
"4302v83mq1y9dea","MGI:1350930","Srp9","C57BL","E9.5","IMPC_XRY_033_001","0.9365187","Tibia length"
"431xzoac9ab625x","MGI:2139461","Tmem62","C57BL","Early adult","IMPC_EYE_068_001","0.4447071","Left total retinal thickness"
"43369vx1eemjloa","MGI:1332243","Ugcg","C57BL","Early adult","IMPC_FEA_105_001","0.3894627","Difference in Context and Conditioning Baseline % Freezing"
"433vctqp64b1nyx","MGI:1920484","Snorc","C57BL","Early adult","IMPC_GEP_022_001","0.9732462","Embryo Size"
"43442t4as08etda","MGI:2387617","Obp2a","C57BL","Early adult","IMPC_ECH_013_001","0.1051969","HR"
"434l159gs6wqr3x","MGI:1339755","Csf3r","C57BL","Early adult","IMPC_GEP_005_002","0.6689993","Responsive to tactile stimuli"
"43582cl88b6h66x","MGI:2443564","Ambra1","C57BL","E15.5","IMPC_GEM_019_001","0.9055645","Embryo Size"
"4361tg469d7g9ja","MGI:107341","Ctss","C57BL","Early adult","MGP_MLN_015_001","0.05665035","Naive CD8+ T cells - % of CD8+"
"4366cb4s601kz5x","MGI:1346342","Clca1","C57BL","Early adult","IMPC_IPG_011_001","0.5418768","Initial response to glucose challenge"
"436e77w7h6mm6za","MGI:104688","Col4a3","C57BL","Early adult","IMPC_XRY_060_001","0.4535543","Transitional vertebrae"
"436o1ddk4kkbkwx","MGI:104793","Runx1t1","C57BL","Early adult","IMPC_ECH_018_001","0.3571762","Respiration Rate"
"436q9vm8l70ux6a","MGI:104294","Tyro3","C57BL","Early adult","IMPC_XRY_022_001","0.2322037","Radius"
"43f20po904640mx","MGI:107363","Stxbp1","C57BL","E18.5","IMPC_GEO_064_001","0.8757081","Edema"
"43g5brv569s93xa","MGI:2443564","Ambra1","C57BL","E9.5","IMPC_ACS_036_001","0.09508777","% Pre-pulse inhibition - PPI4"
"43kpa7459m1xy9a","MGI:2679260","Crb2","C57BL","Early adult","M-G-P_026_001_010","0.08409585","Mouth morphology"
"43mei505nun543x","MGI:1924933","Ehmt1","C57BL","Early adult","IMPC_CBC_013_001","0.2561983","Alanine aminotransferase"
"43naz4xbn1s1q1a","MGI:87867","Acadm","C57BL","Early adult","IMPC_EYE_012_001","0.2863202","Pupil Shape"
"43rjpqrz1252l6x","MGI:1347355","Slc7a11","C57BL","Early adult","MGP_IMM_007_001","0.8396657","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"43s41uj4m74as0a","MGI:97565","Pgm1","C57BL","Early adult","IMPC_ECH_012_001","0.8787769","LVPWs"
"43u316h14x054va","MGI:1931071","SEC61A2","C57BL","Early adult","IMPC_CBC_006_001","0.4856252","Total protein"
"43v3f89292p8jra","MGI:2444824","Sirpb1a","C57BL","Early adult","MGP_IMM_044_001","0.7066982","Marginal zone B cells - % of B2 cells"
"43y72lyys2t165a","MGI:1927241","Wdr12","C57BL","E12.5","IMPC_OFD_013_001","0.9890693","Periphery average speed"
"43yeoohn72j2r2a","MGI:1920199","Ccnt2","C57BL","E12.5","KMPCLA_GRS_010_001","0.1089154","Forelimb grip strength normalised against body weight"
"44058900743sp2a","MGI:2684896","Maneal","C57BL","Early adult","M-G-P_026_001_010","0.5637851","Mouth morphology"
"44078bh922n1c7a","MGI:1350926","Etv3","C57BL","Early adult","CCP_XRY_002_001","0.699127","Zygomatic bone"
"440op6xn9f4o5ox","MGI:1916987","Ttl","C57BL","Early adult","CCP_XRY_005_001","0.4931324","Teeth"
"442345u1051r6rx","MGI:2654325","Gba2","C57BL","Early adult","IMPC_GEP_022_001","0.5712829","Embryo Size"
"443726lh61663la","MGI:1924265","Mpped2","C57BL","Early adult","IMPC_GEL_058_001","0.1481645","Heart morphology"
"4443g240e0b010a","MGI:2384297","Map7d1","C57BL","E12.5","IMPC_GEM_068_001","0.3310921","Forebrain morphology"
"444phal2v2484rx","MGI:1201673","Shox2","C57BL","Early adult","ESLIM_008_001_022","0.9192168","Vocalisation"
"444u09b8i6iem0a","MGI:1337072","Ier5","C57BL","Early adult","ESLIM_011_001_004","0.9882215","PP3 startle magnitude"
"4451oatok6ln82a","MGI:1924256","Ddrgk1","C57BL","Early adult","IMPC_CBC_058_001","0.8833973","Cholesterol ratio"
"4456370m2y9h3fx","MGI:103559","Sox18","C57BL","Early adult","IMPC_EYE_025_001","0.9867959","Retinal Blood Vessels Structure"
"445ywgckxdw6o5x","MGI:1919084","Zbtb43","C57BL","Early adult","IMPC_DXA_009_001","0.9152905","Fat/Body weight"
"446e51643knz11a","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_GEO_043_002","0.9535913","spina bifida"
"4476w87x35ymt6a","MGI:1924933","Ehmt1","C57BL","Early adult","M-G-P_016_001_002","0.2279486","Red Blood Cell-count"
"447e72h6286105a","MGI:1891410","Pacsin3","C57BL","Early adult","IMPC_EYE_026_001","0.3945254","Retinal Blood Vessels Pattern"
"447h960b069y55a","MGI:1341898","Nmur1","C57BL","Early adult","IMPC_HEM_003_001","0.7634302","Hemoglobin"
"447ul8lgwdcd07a","MGI:3588216","Ube2u","C57BL","Early adult","IMPC_GEM_019_001","0.6359107","Embryo Size"
